"adm2_name","adm2_pcode","scenario","start","end","phase_majority","phase_mean"
"Buur Hakaba","SO2402","ML1",2020-02-01,2020-05-31,2,1.88457977771759
"Diinsoor","SO2403","ML1",2020-02-01,2020-05-31,2,1.99954879283905
"Qansax Dheere","SO2404","ML1",2020-02-01,2020-05-31,2,1.99924445152283
"Cabudwaaq","SO1902","ML1",2020-02-01,2020-05-31,3,3
"Cadaado","SO1903","ML1",2020-02-01,2020-05-31,3,3
"Ceel Buur","SO1904","ML1",2020-02-01,2020-05-31,3,2.42089557647705
"Ceel Dheer","SO1905","ML1",2020-02-01,2020-05-31,2,1.99883496761322
"Dhuusamarreeb","SO1901","ML1",2020-02-01,2020-05-31,3,2.99247670173645
"Baardheere","SO2602","ML1",2020-02-01,2020-05-31,2,1.99841237068176
"Belet Xaawo","SO2603","ML1",2020-02-01,2020-05-31,2,2
"Ceel Waaq","SO2604","ML1",2020-02-01,2020-05-31,2,2
"Doolow","SO2605","ML1",2020-02-01,2020-05-31,2,2
"Garbahaarey","SO2601","ML1",2020-02-01,2020-05-31,2,1.98578321933746
"Luuq","SO2606","ML1",2020-02-01,2020-05-31,2,1.99911594390869
"Belet Weyne","SO2001","ML1",2020-02-01,2020-05-31,1,1.96102511882782
"Bulo Burto","SO2002","ML1",2020-02-01,2020-05-31,1,1.28961586952209
"Jalalaqsi","SO2003","ML1",2020-02-01,2020-05-31,1,1.4836733341217
"Afmadow","SO2802","ML1",2020-02-01,2020-05-31,1,1.04344737529755
"Badhaadhe","SO2803","ML1",2020-02-01,2020-05-31,1,1.19990527629852
"Jamaame","SO2804","ML1",2020-02-01,2020-05-31,2,1.99946737289429
"Kismaayo","SO2801","ML1",2020-02-01,2020-05-31,1,1.30010521411896
"Afgooye","SO2302","ML1",2020-02-01,2020-05-31,1,1.27971756458282
"Baraawe","SO2303","ML1",2020-02-01,2020-05-31,1,1.06894302368164
"Kurtunwaarey","SO2304","ML1",2020-02-01,2020-05-31,1,1.23259329795837
"Marka","SO2301","ML1",2020-02-01,2020-05-31,2,1.57569396495819
"Qoryooley","SO2305","ML1",2020-02-01,2020-05-31,1,1.21912848949432
"Sablaale","SO2306","ML1",2020-02-01,2020-05-31,1,1.15640509128571
"Wanla Weyn","SO2307","ML1",2020-02-01,2020-05-31,1,1.03584277629852
"Bu'aale","SO2701","ML1",2020-02-01,2020-05-31,1,1.29790091514587
"Jilib","SO2702","ML1",2020-02-01,2020-05-31,2,1.66459155082703
"Saakow","SO2703","ML1",2020-02-01,2020-05-31,1,1.10323023796082
"Adan Yabaal","SO2102","ML1",2020-02-01,2020-05-31,1,1.21556603908539
"Balcad","SO2103","ML1",2020-02-01,2020-05-31,1,1.29190492630005
"Cadale","SO2104","ML1",2020-02-01,2020-05-31,1,1.27723395824432
"Jowhar","SO2101","ML1",2020-02-01,2020-05-31,1,1.13374078273773
"Gaalkacyo","SO1801","ML1",2020-02-01,2020-05-31,3,2.99913096427917
"Galdogob","SO1802","ML1",2020-02-01,2020-05-31,3,3
"Hobyo","SO1803","ML1",2020-02-01,2020-05-31,3,2.76104760169983
"Jariiban","SO1804","ML1",2020-02-01,2020-05-31,2,2.04322147369385
"Xarardheere","SO1805","ML1",2020-02-01,2020-05-31,2,2
"Burtinle","SO1702","ML1",2020-02-01,2020-05-31,3,2.99999260902405
"Eyl","SO1703","ML1",2020-02-01,2020-05-31,2,2.20645999908447
"Garoowe","SO1701","ML1",2020-02-01,2020-05-31,2,2.18972420692444
"Ceel Afweyn","SO1502","ML1",2020-02-01,2020-05-31,2,2.43867182731628
"Ceerigaabo","SO1501","ML1",2020-02-01,2020-05-31,2,2.3096969127655
"Laasqoray","SO1503","ML1",2020-02-01,2020-05-31,2,2.48767018318176
"Caynabo","SO1402","ML1",2020-02-01,2020-05-31,2,2
"Laas Caanood","SO1401","ML1",2020-02-01,2020-05-31,2,2.00135517120361
"Taleex","SO1403","ML1",2020-02-01,2020-05-31,2,2
"Xudun","SO1404","ML1",2020-02-01,2020-05-31,2,2
"Burco","SO1301","ML1",2020-02-01,2020-05-31,2,2
"Buuhoodle","SO1302","ML1",2020-02-01,2020-05-31,2,2
"Owdweyne","SO1303","ML1",2020-02-01,2020-05-31,2,2
"Sheikh","SO1304","ML1",2020-02-01,2020-05-31,2,2
"Berbera","SO1202","ML1",2020-02-01,2020-05-31,2,2.35758757591248
"Gebiley","SO1203","ML1",2020-02-01,2020-05-31,2,2
"Hargeysa","SO1201","ML1",2020-02-01,2020-05-31,2,2
"Baki","SO1102","CS",2020-06-01,2020-06-30,2,2
"Borama","SO1101","CS",2020-06-01,2020-06-30,2,2
"Lughaye","SO1103","CS",2020-06-01,2020-06-30,2,2
"Zeylac","SO1104","CS",2020-06-01,2020-06-30,2,2
"Ceel Barde","SO2502","CS",2020-06-01,2020-06-30,1,1.00106883049011
"Rab Dhuure","SO2505","CS",2020-06-01,2020-06-30,2,1.84586453437805
"Tayeeglow","SO2503","CS",2020-06-01,2020-06-30,2,1.94589877128601
"Waajid","SO2504","CS",2020-06-01,2020-06-30,2,2
"Xudur","SO2501","CS",2020-06-01,2020-06-30,2,1.99511897563934
"Bondhere","SO2201","CS",2020-06-01,2020-06-30,2,2
"Cabdulasis","SO2202","CS",2020-06-01,2020-06-30,2,2
"Daynile","SO2203","CS",2020-06-01,2020-06-30,2,2
"Dharkenley","SO2204","CS",2020-06-01,2020-06-30,2,2
"Hamar Jabjab","SO2205","CS",2020-06-01,2020-06-30,2,2
"Hamar Weyne","SO2206","CS",2020-06-01,2020-06-30,2,2
"Hawl Wadaag","SO2207","CS",2020-06-01,2020-06-30,2,2
"Heliwa","SO2208","CS",2020-06-01,2020-06-30,2,2
"Hodan","SO2209","CS",2020-06-01,2020-06-30,2,2
"Kahda","SO2210","CS",2020-06-01,2020-06-30,2,2
"Karaan","SO2211","CS",2020-06-01,2020-06-30,2,2
"Shangaani","SO2212","CS",2020-06-01,2020-06-30,2,2
"Shibis","SO2213","CS",2020-06-01,2020-06-30,2,2
"Unspecified","Unspecified","CS",2020-06-01,2020-06-30,2,2
"Waaberi","SO2214","CS",2020-06-01,2020-06-30,2,2
"Wadajir (Medina)","SO2215","CS",2020-06-01,2020-06-30,2,2
"Wardhigley","SO2216","CS",2020-06-01,2020-06-30,2,2
"Yaaqshid","SO2217","CS",2020-06-01,2020-06-30,2,2
"Bandarbeyla","SO1602","CS",2020-06-01,2020-06-30,2,2
"Bossaso","SO1601","CS",2020-06-01,2020-06-30,2,2
"Caluula","SO1603","CS",2020-06-01,2020-06-30,2,2
"Iskushuban","SO1604","CS",2020-06-01,2020-06-30,2,2
"Qandala","SO1605","CS",2020-06-01,2020-06-30,2,2
"Qardho","SO1606","CS",2020-06-01,2020-06-30,2,2
"Baydhaba","SO2401","CS",2020-06-01,2020-06-30,2,2
"Buur Hakaba","SO2402","CS",2020-06-01,2020-06-30,2,1.88481831550598
"Diinsoor","SO2403","CS",2020-06-01,2020-06-30,2,1.99987995624542
"Qansax Dheere","SO2404","CS",2020-06-01,2020-06-30,2,2.0048885345459
"Cabudwaaq","SO1902","CS",2020-06-01,2020-06-30,3,3
"Cadaado","SO1903","CS",2020-06-01,2020-06-30,3,3
"Ceel Buur","SO1904","CS",2020-06-01,2020-06-30,3,2.42093086242676
"Ceel Dheer","SO1905","CS",2020-06-01,2020-06-30,2,2
"Dhuusamarreeb","SO1901","CS",2020-06-01,2020-06-30,3,2.99247670173645
"Baardheere","SO2602","CS",2020-06-01,2020-06-30,2,2.10766172409058
"Belet Xaawo","SO2603","CS",2020-06-01,2020-06-30,2,2
"Ceel Waaq","SO2604","CS",2020-06-01,2020-06-30,2,2
"Doolow","SO2605","CS",2020-06-01,2020-06-30,2,2.31098794937134
"Garbahaarey","SO2601","CS",2020-06-01,2020-06-30,2,2.11792588233948
"Luuq","SO2606","CS",2020-06-01,2020-06-30,2,2.1265070438385
"Belet Weyne","SO2001","CS",2020-06-01,2020-06-30,1,1.99984097480774
"Bulo Burto","SO2002","CS",2020-06-01,2020-06-30,1,1.3915684223175
"Jalalaqsi","SO2003","CS",2020-06-01,2020-06-30,1,1.64511358737946
"Afmadow","SO2802","CS",2020-06-01,2020-06-30,1,1.18580639362335
"Badhaadhe","SO2803","CS",2020-06-01,2020-06-30,1,1.19990527629852
"Jamaame","SO2804","CS",2020-06-01,2020-06-30,3,2.60032939910889
"Kismaayo","SO2801","CS",2020-06-01,2020-06-30,1,1.34706819057465
"Afgooye","SO2302","CS",2020-06-01,2020-06-30,2,2.23368692398071
"Baraawe","SO2303","CS",2020-06-01,2020-06-30,2,2.06854128837585
"Kurtunwaarey","SO2304","CS",2020-06-01,2020-06-30,1,1.57128655910492
"Marka","SO2301","CS",2020-06-01,2020-06-30,3,2.50226378440857
"Qoryooley","SO2305","CS",2020-06-01,2020-06-30,1,1.67808544635773
"Sablaale","SO2306","CS",2020-06-01,2020-06-30,1,1.34655869007111
"Wanla Weyn","SO2307","CS",2020-06-01,2020-06-30,1,1.44999969005585
"Bu'aale","SO2701","CS",2020-06-01,2020-06-30,1,1.70927143096924
"Jilib","SO2702","CS",2020-06-01,2020-06-30,2,1.96354258060455
"Saakow","SO2703","CS",2020-06-01,2020-06-30,1,1.50389838218689
"Adan Yabaal","SO2102","CS",2020-06-01,2020-06-30,2,1.94753766059875
"Balcad","SO2103","CS",2020-06-01,2020-06-30,2,2.16841912269592
"Cadale","SO2104","CS",2020-06-01,2020-06-30,2,1.97044217586517
"Jowhar","SO2101","CS",2020-06-01,2020-06-30,2,2.02061319351196
"Gaalkacyo","SO1801","CS",2020-06-01,2020-06-30,3,2.99729895591736
"Galdogob","SO1802","CS",2020-06-01,2020-06-30,3,3
"Hobyo","SO1803","CS",2020-06-01,2020-06-30,3,2.76104760169983
"Jariiban","SO1804","CS",2020-06-01,2020-06-30,2,2.00106739997864
"Xarardheere","SO1805","CS",2020-06-01,2020-06-30,2,2
"Burtinle","SO1702","CS",2020-06-01,2020-06-30,2,2.00071167945862
"Eyl","SO1703","CS",2020-06-01,2020-06-30,2,2
"Garoowe","SO1701","CS",2020-06-01,2020-06-30,2,2
"Ceel Afweyn","SO1502","CS",2020-06-01,2020-06-30,2,2
"Ceerigaabo","SO1501","CS",2020-06-01,2020-06-30,2,2
"Laasqoray","SO1503","CS",2020-06-01,2020-06-30,2,2
"Caynabo","SO1402","CS",2020-06-01,2020-06-30,2,2
"Laas Caanood","SO1401","CS",2020-06-01,2020-06-30,2,2
"Taleex","SO1403","CS",2020-06-01,2020-06-30,2,2
"Xudun","SO1404","CS",2020-06-01,2020-06-30,2,2
"Burco","SO1301","CS",2020-06-01,2020-06-30,2,2
"Buuhoodle","SO1302","CS",2020-06-01,2020-06-30,2,2
"Owdweyne","SO1303","CS",2020-06-01,2020-06-30,2,2
"Sheikh","SO1304","CS",2020-06-01,2020-06-30,2,2
"Berbera","SO1202","CS",2020-06-01,2020-06-30,2,2
"Gebiley","SO1203","CS",2020-06-01,2020-06-30,2,2
"Hargeysa","SO1201","CS",2020-06-01,2020-06-30,2,2
"Baki","SO1102","ML1",2020-06-01,2020-09-30,2,2.23784279823303
"Borama","SO1101","ML1",2020-06-01,2020-09-30,2,2.17632436752319
"Lughaye","SO1103","ML1",2020-06-01,2020-09-30,2,2.00197196006775
"Zeylac","SO1104","ML1",2020-06-01,2020-09-30,2,2.00042605400085
"Ceel Barde","SO2502","ML1",2020-06-01,2020-09-30,1,1.00106883049011
"Rab Dhuure","SO2505","ML1",2020-06-01,2020-09-30,2,1.84586453437805
"Tayeeglow","SO2503","ML1",2020-06-01,2020-09-30,3,2.4375524520874
"Waajid","SO2504","ML1",2020-06-01,2020-09-30,3,2.508544921875
"Xudur","SO2501","ML1",2020-06-01,2020-09-30,2,2.16709470748901
"Bondhere","SO2201","ML1",2020-06-01,2020-09-30,2,2
"Cabdulasis","SO2202","ML1",2020-06-01,2020-09-30,2,2
"Daynile","SO2203","ML1",2020-06-01,2020-09-30,2,2
"Dharkenley","SO2204","ML1",2020-06-01,2020-09-30,2,2
"Hamar Jabjab","SO2205","ML1",2020-06-01,2020-09-30,2,2
"Hamar Weyne","SO2206","ML1",2020-06-01,2020-09-30,2,2
"Hawl Wadaag","SO2207","ML1",2020-06-01,2020-09-30,2,2
"Heliwa","SO2208","ML1",2020-06-01,2020-09-30,2,2
"Hodan","SO2209","ML1",2020-06-01,2020-09-30,2,2
"Kahda","SO2210","ML1",2020-06-01,2020-09-30,2,2
"Karaan","SO2211","ML1",2020-06-01,2020-09-30,2,2
"Shangaani","SO2212","ML1",2020-06-01,2020-09-30,2,2
"Shibis","SO2213","ML1",2020-06-01,2020-09-30,2,2
"Unspecified","Unspecified","ML1",2020-06-01,2020-09-30,2,2
"Waaberi","SO2214","ML1",2020-06-01,2020-09-30,2,2
"Wadajir (Medina)","SO2215","ML1",2020-06-01,2020-09-30,2,2
"Wardhigley","SO2216","ML1",2020-06-01,2020-09-30,2,2
"Yaaqshid","SO2217","ML1",2020-06-01,2020-09-30,2,2
"Bandarbeyla","SO1602","ML1",2020-06-01,2020-09-30,2,2
"Bossaso","SO1601","ML1",2020-06-01,2020-09-30,3,2.69827747344971
"Caluula","SO1603","ML1",2020-06-01,2020-09-30,3,3
"Iskushuban","SO1604","ML1",2020-06-01,2020-09-30,2,2.42885303497314
"Qandala","SO1605","ML1",2020-06-01,2020-09-30,3,2.90843105316162
"Qardho","SO1606","ML1",2020-06-01,2020-09-30,2,2
"Baydhaba","SO2401","ML1",2020-06-01,2020-09-30,3,2.55740976333618
"Buur Hakaba","SO2402","ML1",2020-06-01,2020-09-30,2,1.88675105571747
"Diinsoor","SO2403","ML1",2020-06-01,2020-09-30,2,2.00084400177002
"Qansax Dheere","SO2404","ML1",2020-06-01,2020-09-30,2,2.00579953193665
"Cabudwaaq","SO1902","ML1",2020-06-01,2020-09-30,3,3
"Cadaado","SO1903","ML1",2020-06-01,2020-09-30,3,3
"Ceel Buur","SO1904","ML1",2020-06-01,2020-09-30,3,2.42093086242676
"Ceel Dheer","SO1905","ML1",2020-06-01,2020-09-30,2,2
"Dhuusamarreeb","SO1901","ML1",2020-06-01,2020-09-30,3,2.99247670173645
"Baardheere","SO2602","ML1",2020-06-01,2020-09-30,2,2.10766172409058
"Belet Xaawo","SO2603","ML1",2020-06-01,2020-09-30,2,2
"Ceel Waaq","SO2604","ML1",2020-06-01,2020-09-30,2,2
"Doolow","SO2605","ML1",2020-06-01,2020-09-30,2,2.31098794937134
"Garbahaarey","SO2601","ML1",2020-06-01,2020-09-30,2,2.11792588233948
"Luuq","SO2606","ML1",2020-06-01,2020-09-30,2,2.12696743011475
"Belet Weyne","SO2001","ML1",2020-06-01,2020-09-30,1,1.99984097480774
"Bulo Burto","SO2002","ML1",2020-06-01,2020-09-30,1,1.39200234413147
"Jalalaqsi","SO2003","ML1",2020-06-01,2020-09-30,1,1.64511358737946
"Afmadow","SO2802","ML1",2020-06-01,2020-09-30,1,1.18580639362335
"Badhaadhe","SO2803","ML1",2020-06-01,2020-09-30,1,1.19990527629852
"Jamaame","SO2804","ML1",2020-06-01,2020-09-30,3,2.60032939910889
"Kismaayo","SO2801","ML1",2020-06-01,2020-09-30,1,1.34706819057465
"Afgooye","SO2302","ML1",2020-06-01,2020-09-30,2,2.23368692398071
"Baraawe","SO2303","ML1",2020-06-01,2020-09-30,2,2.06854128837585
"Kurtunwaarey","SO2304","ML1",2020-06-01,2020-09-30,1,1.57128655910492
"Marka","SO2301","ML1",2020-06-01,2020-09-30,3,2.50226378440857
"Qoryooley","SO2305","ML1",2020-06-01,2020-09-30,1,1.67808544635773
"Sablaale","SO2306","ML1",2020-06-01,2020-09-30,1,1.34655869007111
"Wanla Weyn","SO2307","ML1",2020-06-01,2020-09-30,1,1.48501324653625
"Bu'aale","SO2701","ML1",2020-06-01,2020-09-30,1,1.70927143096924
"Jilib","SO2702","ML1",2020-06-01,2020-09-30,2,1.96354258060455
"Saakow","SO2703","ML1",2020-06-01,2020-09-30,1,1.50389838218689
"Adan Yabaal","SO2102","ML1",2020-06-01,2020-09-30,2,1.94753766059875
"Balcad","SO2103","ML1",2020-06-01,2020-09-30,2,2.16841912269592
"Cadale","SO2104","ML1",2020-06-01,2020-09-30,2,1.97044217586517
"Jowhar","SO2101","ML1",2020-06-01,2020-09-30,2,2.02061319351196
"Gaalkacyo","SO1801","ML1",2020-06-01,2020-09-30,3,2.99729895591736
"Galdogob","SO1802","ML1",2020-06-01,2020-09-30,3,3
"Hobyo","SO1803","ML1",2020-06-01,2020-09-30,3,2.76104760169983
"Jariiban","SO1804","ML1",2020-06-01,2020-09-30,2,2.00106739997864
"Xarardheere","SO1805","ML1",2020-06-01,2020-09-30,2,2
"Burtinle","SO1702","ML1",2020-06-01,2020-09-30,2,2.00071167945862
"Eyl","SO1703","ML1",2020-06-01,2020-09-30,2,2
"Garoowe","SO1701","ML1",2020-06-01,2020-09-30,2,2
"Ceel Afweyn","SO1502","ML1",2020-06-01,2020-09-30,2,2.04263997077942
"Ceerigaabo","SO1501","ML1",2020-06-01,2020-09-30,2,2.00047922134399
"Laasqoray","SO1503","ML1",2020-06-01,2020-09-30,2,2.48822402954102
"Caynabo","SO1402","ML1",2020-06-01,2020-09-30,2,2
"Laas Caanood","SO1401","ML1",2020-06-01,2020-09-30,2,2
"Taleex","SO1403","ML1",2020-06-01,2020-09-30,2,2
"Xudun","SO1404","ML1",2020-06-01,2020-09-30,2,2
"Burco","SO1301","ML1",2020-06-01,2020-09-30,2,2
"Buuhoodle","SO1302","ML1",2020-06-01,2020-09-30,2,2
"Owdweyne","SO1303","ML1",2020-06-01,2020-09-30,2,2
"Sheikh","SO1304","ML1",2020-06-01,2020-09-30,2,2
"Berbera","SO1202","ML1",2020-06-01,2020-09-30,2,2.35758757591248
"Gebiley","SO1203","ML1",2020-06-01,2020-09-30,2,2
"Hargeysa","SO1201","ML1",2020-06-01,2020-09-30,2,2
"Baki","SO1102","ML2",2020-06-01,2020-09-30,2,2.31946325302124
"Borama","SO1101","ML2",2020-06-01,2020-09-30,3,2.53741121292114
"Lughaye","SO1103","ML2",2020-06-01,2020-09-30,3,2.98365211486816
"Zeylac","SO1104","ML2",2020-06-01,2020-09-30,3,2.8069314956665
"Ceel Barde","SO2502","ML2",2020-06-01,2020-09-30,1,1.00106883049011
"Rab Dhuure","SO2505","ML2",2020-06-01,2020-09-30,2,1.84586453437805
"Tayeeglow","SO2503","ML2",2020-06-01,2020-09-30,3,2.4375524520874
"Waajid","SO2504","ML2",2020-06-01,2020-09-30,3,2.508544921875
"Xudur","SO2501","ML2",2020-06-01,2020-09-30,2,2.16709470748901
"Bondhere","SO2201","ML2",2020-06-01,2020-09-30,2,2
"Cabdulasis","SO2202","ML2",2020-06-01,2020-09-30,2,2
"Daynile","SO2203","ML2",2020-06-01,2020-09-30,2,2
"Dharkenley","SO2204","ML2",2020-06-01,2020-09-30,2,1.80013585090637
"Hamar Jabjab","SO2205","ML2",2020-06-01,2020-09-30,2,2
"Hamar Weyne","SO2206","ML2",2020-06-01,2020-09-30,2,2
"Hawl Wadaag","SO2207","ML2",2020-06-01,2020-09-30,2,2
"Heliwa","SO2208","ML2",2020-06-01,2020-09-30,2,2
"Hodan","SO2209","ML2",2020-06-01,2020-09-30,2,2
"Kahda","SO2210","ML2",2020-06-01,2020-09-30,2,1.99593186378479
"Karaan","SO2211","ML2",2020-06-01,2020-09-30,2,2
"Shangaani","SO2212","ML2",2020-06-01,2020-09-30,2,2
"Shibis","SO2213","ML2",2020-06-01,2020-09-30,2,2
"Unspecified","Unspecified","ML2",2020-06-01,2020-09-30,2,1.99998593330383
"Waaberi","SO2214","ML2",2020-06-01,2020-09-30,2,2
"Wadajir (Medina)","SO2215","ML2",2020-06-01,2020-09-30,2,2
"Wardhigley","SO2216","ML2",2020-06-01,2020-09-30,2,2
"Yaaqshid","SO2217","ML2",2020-06-01,2020-09-30,2,2
"Bandarbeyla","SO1602","ML2",2020-06-01,2020-09-30,2,2.00086808204651
"Bossaso","SO1601","ML2",2020-06-01,2020-09-30,3,2.9969494342804
"Caluula","SO1603","ML2",2020-06-01,2020-09-30,3,2.99750375747681
"Iskushuban","SO1604","ML2",2020-06-01,2020-09-30,2,2.00122332572937
"Qandala","SO1605","ML2",2020-06-01,2020-09-30,2,2.00246906280518
"Qardho","SO1606","ML2",2020-06-01,2020-09-30,3,2.99684071540833
"Baydhaba","SO2401","ML2",2020-06-01,2020-09-30,3,2.55740976333618
"Buur Hakaba","SO2402","ML2",2020-06-01,2020-09-30,2,1.88661539554596
"Diinsoor","SO2403","ML2",2020-06-01,2020-09-30,2,2.00091433525085
"Qansax Dheere","SO2404","ML2",2020-06-01,2020-09-30,2,2.02568650245667
"Cabudwaaq","SO1902","ML2",2020-06-01,2020-09-30,3,3
"Cadaado","SO1903","ML2",2020-06-01,2020-09-30,3,3
"Ceel Buur","SO1904","ML2",2020-06-01,2020-09-30,3,2.42089557647705
"Ceel Dheer","SO1905","ML2",2020-06-01,2020-09-30,2,1.99883496761322
"Dhuusamarreeb","SO1901","ML2",2020-06-01,2020-09-30,3,2.99247670173645
"Baardheere","SO2602","ML2",2020-06-01,2020-09-30,2,2.10763764381409
"Belet Xaawo","SO2603","ML2",2020-06-01,2020-09-30,2,2
"Ceel Waaq","SO2604","ML2",2020-06-01,2020-09-30,2,2
"Doolow","SO2605","ML2",2020-06-01,2020-09-30,2,2.31098794937134
"Garbahaarey","SO2601","ML2",2020-06-01,2020-09-30,2,2.11792588233948
"Luuq","SO2606","ML2",2020-06-01,2020-09-30,2,2.12696743011475
"Belet Weyne","SO2001","ML2",2020-06-01,2020-09-30,1,1.99984097480774
"Bulo Burto","SO2002","ML2",2020-06-01,2020-09-30,1,1.36567878723145
"Jalalaqsi","SO2003","ML2",2020-06-01,2020-09-30,1,1.64502620697021
"Afmadow","SO2802","ML2",2020-06-01,2020-09-30,1,1.08587217330933
"Badhaadhe","SO2803","ML2",2020-06-01,2020-09-30,1,1.19990527629852
"Jamaame","SO2804","ML2",2020-06-01,2020-09-30,3,2.60032939910889
"Kismaayo","SO2801","ML2",2020-06-01,2020-09-30,1,1.34706819057465
"Afgooye","SO2302","ML2",2020-06-01,2020-09-30,1,1.28696131706238
"Baraawe","SO2303","ML2",2020-06-01,2020-09-30,1,1.13364446163177
"Kurtunwaarey","SO2304","ML2",2020-06-01,2020-09-30,1,1.23424744606018
"Marka","SO2301","ML2",2020-06-01,2020-09-30,2,1.61935758590698
"Qoryooley","SO2305","ML2",2020-06-01,2020-09-30,1,1.43391644954681
"Sablaale","SO2306","ML2",2020-06-01,2020-09-30,1,1.15720617771149
"Wanla Weyn","SO2307","ML2",2020-06-01,2020-09-30,1,1.48333442211151
"Bu'aale","SO2701","ML2",2020-06-01,2020-09-30,1,1.50140643119812
"Jilib","SO2702","ML2",2020-06-01,2020-09-30,2,1.96184754371643
"Saakow","SO2703","ML2",2020-06-01,2020-09-30,1,1.19945120811462
"Adan Yabaal","SO2102","ML2",2020-06-01,2020-09-30,1,1.21556603908539
"Balcad","SO2103","ML2",2020-06-01,2020-09-30,2,1.85913002490997
"Cadale","SO2104","ML2",2020-06-01,2020-09-30,1,1.27723395824432
"Jowhar","SO2101","ML2",2020-06-01,2020-09-30,2,1.82136118412018
"Gaalkacyo","SO1801","ML2",2020-06-01,2020-09-30,3,2.99913096427917
"Galdogob","SO1802","ML2",2020-06-01,2020-09-30,3,3
"Hobyo","SO1803","ML2",2020-06-01,2020-09-30,3,2.76104760169983
"Jariiban","SO1804","ML2",2020-06-01,2020-09-30,2,2.04322147369385
"Xarardheere","SO1805","ML2",2020-06-01,2020-09-30,2,2
"Burtinle","SO1702","ML2",2020-06-01,2020-09-30,3,2.99999976158142
"Eyl","SO1703","ML2",2020-06-01,2020-09-30,3,2.59231328964233
"Garoowe","SO1701","ML2",2020-06-01,2020-09-30,3,2.99999976158142
"Ceel Afweyn","SO1502","ML2",2020-06-01,2020-09-30,3,2.80610227584839
"Ceerigaabo","SO1501","ML2",2020-06-01,2020-09-30,3,3
"Laasqoray","SO1503","ML2",2020-06-01,2020-09-30,3,3
"Caynabo","SO1402","ML2",2020-06-01,2020-09-30,3,2.97421312332153
"Laas Caanood","SO1401","ML2",2020-06-01,2020-09-30,3,3
"Taleex","SO1403","ML2",2020-06-01,2020-09-30,3,3
"Xudun","SO1404","ML2",2020-06-01,2020-09-30,3,3
"Burco","SO1301","ML2",2020-06-01,2020-09-30,3,2.68371868133545
"Buuhoodle","SO1302","ML2",2020-06-01,2020-09-30,3,3
"Owdweyne","SO1303","ML2",2020-06-01,2020-09-30,3,2.65891551971436
"Sheikh","SO1304","ML2",2020-06-01,2020-09-30,2,2
"Berbera","SO1202","ML2",2020-06-01,2020-09-30,2,2.35758757591248
"Gebiley","SO1203","ML2",2020-06-01,2020-09-30,2,2.45261311531067
"Hargeysa","SO1201","ML2",2020-06-01,2020-09-30,3,2.66084170341492
"Baki","SO1102","CS",2020-10-01,2020-10-31,2,2.24078154563904
"Borama","SO1101","CS",2020-10-01,2020-10-31,2,2.17940425872803
"Lughaye","SO1103","CS",2020-10-01,2020-10-31,3,2.98365211486816
"Zeylac","SO1104","CS",2020-10-01,2020-10-31,3,2.8069314956665
"Ceel Barde","SO2502","CS",2020-10-01,2020-10-31,1,1
"Rab Dhuure","SO2505","CS",2020-10-01,2020-10-31,1,1.00043940544128
"Tayeeglow","SO2503","CS",2020-10-01,2020-10-31,1,1.9841194152832
"Waajid","SO2504","CS",2020-10-01,2020-10-31,3,2.01800727844238
"Xudur","SO2501","CS",2020-10-01,2020-10-31,1,1.34395110607147
"Bondhere","SO2201","CS",2020-10-01,2020-10-31,2,2
"Cabdulasis","SO2202","CS",2020-10-01,2020-10-31,2,2
"Daynile","SO2203","CS",2020-10-01,2020-10-31,2,2
"Dharkenley","SO2204","CS",2020-10-01,2020-10-31,2,2
"Hamar Jabjab","SO2205","CS",2020-10-01,2020-10-31,2,2
"Hamar Weyne","SO2206","CS",2020-10-01,2020-10-31,2,2
"Hawl Wadaag","SO2207","CS",2020-10-01,2020-10-31,2,2
"Heliwa","SO2208","CS",2020-10-01,2020-10-31,2,2
"Hodan","SO2209","CS",2020-10-01,2020-10-31,2,2
"Kahda","SO2210","CS",2020-10-01,2020-10-31,2,2
"Karaan","SO2211","CS",2020-10-01,2020-10-31,2,2
"Shangaani","SO2212","CS",2020-10-01,2020-10-31,2,2
"Shibis","SO2213","CS",2020-10-01,2020-10-31,2,2
"Unspecified","Unspecified","CS",2020-10-01,2020-10-31,2,2
"Waaberi","SO2214","CS",2020-10-01,2020-10-31,2,2
"Wadajir (Medina)","SO2215","CS",2020-10-01,2020-10-31,2,2
"Wardhigley","SO2216","CS",2020-10-01,2020-10-31,2,2
"Yaaqshid","SO2217","CS",2020-10-01,2020-10-31,2,2
"Bandarbeyla","SO1602","CS",2020-10-01,2020-10-31,3,2.99999976158142
"Bossaso","SO1601","CS",2020-10-01,2020-10-31,3,3.00000023841858
"Caluula","SO1603","CS",2020-10-01,2020-10-31,3,3
"Iskushuban","SO1604","CS",2020-10-01,2020-10-31,3,2.99999976158142
"Qandala","SO1605","CS",2020-10-01,2020-10-31,3,3
"Qardho","SO1606","CS",2020-10-01,2020-10-31,3,3
"Baydhaba","SO2401","CS",2020-10-01,2020-10-31,3,2.55843138694763
"Buur Hakaba","SO2402","CS",2020-10-01,2020-10-31,3,2.42326927185059
"Diinsoor","SO2403","CS",2020-10-01,2020-10-31,2,2.39383697509766
"Qansax Dheere","SO2404","CS",2020-10-01,2020-10-31,2,2.02119421958923
"Cabudwaaq","SO1902","CS",2020-10-01,2020-10-31,2,2
