"adm2_name","adm2_pcode","scenario","start","end","phase_majority","phase_mean"
"Borama","SO1101","current",2022-07-01,2022-09-01,3,2.53622031211853
"Lughaye","SO1103","current",2022-07-01,2022-09-01,3,2.98266196250916
"Zeylac","SO1104","current",2022-07-01,2022-09-01,3,2.80679893493652
"Ceel Barde","SO2502","current",2022-07-01,2022-09-01,2,2.00297927856445
"Rab Dhuure","SO2505","current",2022-07-01,2022-09-01,3,2.84929466247559
"Tayeeglow","SO2503","current",2022-07-01,2022-09-01,4,3.43329381942749
"Waajid","SO2504","current",2022-07-01,2022-09-01,4,3.99681639671326
"Xudur","SO2501","current",2022-07-01,2022-09-01,3,3.16917610168457
"Bondhere","SO2201","current",2022-07-01,2022-09-01,3,2.52821612358093
"Cabdulasis","SO2202","current",2022-07-01,2022-09-01,3,2.52821612358093
"Daynile","SO2203","current",2022-07-01,2022-09-01,2,2
"Dharkenley","SO2204","current",2022-07-01,2022-09-01,3,2.52821612358093
"Hamar Jabjab","SO2205","current",2022-07-01,2022-09-01,3,2.52821612358093
"Hamar Weyne","SO2206","current",2022-07-01,2022-09-01,3,2.52821612358093
"Hawl Wadaag","SO2207","current",2022-07-01,2022-09-01,2,2
"Heliwa","SO2208","current",2022-07-01,2022-09-01,3,3
"Hodan","SO2209","current",2022-07-01,2022-09-01,2,2
"Kahda","SO2210","current",2022-07-01,2022-09-01,2,2
"Karaan","SO2211","current",2022-07-01,2022-09-01,3,3
"Shangaani","SO2212","current",2022-07-01,2022-09-01,3,2.52821612358093
"Shibis","SO2213","current",2022-07-01,2022-09-01,3,2.52821612358093
"Unspecified","Unspecified","current",2022-07-01,2022-09-01,3,3
"Waaberi","SO2214","current",2022-07-01,2022-09-01,3,2.52821612358093
"Wadajir (Medina)","SO2215","current",2022-07-01,2022-09-01,3,2.52821612358093
"Wardhigley","SO2216","current",2022-07-01,2022-09-01,2,2
"Yaaqshid","SO2217","current",2022-07-01,2022-09-01,2,2
"Bandarbeyla","SO1602","current",2022-07-01,2022-09-01,3,3
"Bossaso","SO1601","current",2022-07-01,2022-09-01,3,2.99999976158142
"Caluula","SO1603","current",2022-07-01,2022-09-01,3,3
"Iskushuban","SO1604","current",2022-07-01,2022-09-01,3,3
"Qandala","SO1605","current",2022-07-01,2022-09-01,3,3
"Qardho","SO1606","current",2022-07-01,2022-09-01,3,3
"Baydhaba","SO2401","current",2022-07-01,2022-09-01,4,3.99962735176086
"Buur Hakaba","SO2402","current",2022-07-01,2022-09-01,4,3.99315667152405
"Diinsoor","SO2403","current",2022-07-01,2022-09-01,3,3.00443077087402
"Qansax Dheere","SO2404","current",2022-07-01,2022-09-01,4,3.99576020240784
"Cabudwaaq","SO1902","current",2022-07-01,2022-09-01,3,3
"Cadaado","SO1903","current",2022-07-01,2022-09-01,3,3
"Ceel Buur","SO1904","current",2022-07-01,2022-09-01,4,3.83488965034485
"Ceel Dheer","SO1905","current",2022-07-01,2022-09-01,4,3.99897694587708
"Dhuusamarreeb","SO1901","current",2022-07-01,2022-09-01,3,3.00345945358276
"Baardheere","SO2602","current",2022-07-01,2022-09-01,3,3.20650339126587
"Belet Xaawo","SO2603","current",2022-07-01,2022-09-01,3,3.06961607933044
"Ceel Waaq","SO2604","current",2022-07-01,2022-09-01,3,3.05254888534546
"Doolow","SO2605","current",2022-07-01,2022-09-01,4,3.52917742729187
"Garbahaarey","SO2601","current",2022-07-01,2022-09-01,3,3.33533930778503
"Luuq","SO2606","current",2022-07-01,2022-09-01,3,3.4918954372406
"Belet Weyne","SO2001","current",2022-07-01,2022-09-01,3,3.09410643577576
"Bulo Burto","SO2002","current",2022-07-01,2022-09-01,3,3.20930242538452
"Jalalaqsi","SO2003","current",2022-07-01,2022-09-01,3,3.32321691513062
"Afmadow","SO2802","current",2022-07-01,2022-09-01,2,1.8250138759613
"Badhaadhe","SO2803","current",2022-07-01,2022-09-01,2,2.04558610916138
"Jamaame","SO2804","current",2022-07-01,2022-09-01,2,2.39649868011475
"Kismaayo","SO2801","current",2022-07-01,2022-09-01,2,1.92072319984436
"Afgooye","SO2302","current",2022-07-01,2022-09-01,2,2.25914788246155
"Baraawe","SO2303","current",2022-07-01,2022-09-01,1,1.13694214820862
"Kurtunwaarey","SO2304","current",2022-07-01,2022-09-01,1,1.46524679660797
"Marka","SO2301","current",2022-07-01,2022-09-01,3,2.20282459259033
"Qoryooley","SO2305","current",2022-07-01,2022-09-01,1,1.68896663188934
"Sablaale","SO2306","current",2022-07-01,2022-09-01,1,1.31291663646698
"Wanla Weyn","SO2307","current",2022-07-01,2022-09-01,1,1.42548286914825
"Bu'aale","SO2701","current",2022-07-01,2022-09-01,2,2.60549330711365
"Jilib","SO2702","current",2022-07-01,2022-09-01,2,2.32435584068298
"Saakow","SO2703","current",2022-07-01,2022-09-01,1,2.0231568813324
"Adan Yabaal","SO2102","current",2022-07-01,2022-09-01,3,3.00350666046143
"Balcad","SO2103","current",2022-07-01,2022-09-01,3,2.99913167953491
"Cadale","SO2104","current",2022-07-01,2022-09-01,3,2.99999976158142
"Jowhar","SO2101","current",2022-07-01,2022-09-01,3,2.78426361083984
"Gaalkacyo","SO1801","current",2022-07-01,2022-09-01,3,3
"Galdogob","SO1802","current",2022-07-01,2022-09-01,3,3.00000023841858
"Hobyo","SO1803","current",2022-07-01,2022-09-01,3,3.09872984886169
"Jariiban","SO1804","current",2022-07-01,2022-09-01,3,3.00018882751465
"Xarardheere","SO1805","current",2022-07-01,2022-09-01,4,3.98412322998047
"Burtinle","SO1702","current",2022-07-01,2022-09-01,3,3.00122666358948
"Eyl","SO1703","current",2022-07-01,2022-09-01,3,3
"Garoowe","SO1701","current",2022-07-01,2022-09-01,3,3.00022435188293
"Ceel Afweyn","SO1502","current",2022-07-01,2022-09-01,3,2.80559539794922
"Ceerigaabo","SO1501","current",2022-07-01,2022-09-01,3,3
"Laasqoray","SO1503","current",2022-07-01,2022-09-01,3,3
"Caynabo","SO1402","current",2022-07-01,2022-09-01,3,3.05966567993164
"Laas Caanood","SO1401","current",2022-07-01,2022-09-01,3,3.30342507362366
"Taleex","SO1403","current",2022-07-01,2022-09-01,3,3
"Xudun","SO1404","current",2022-07-01,2022-09-01,3,3
"Burco","SO1301","current",2022-07-01,2022-09-01,4,3.65151762962341
"Buuhoodle","SO1302","current",2022-07-01,2022-09-01,4,3.99485421180725
"Owdweyne","SO1303","current",2022-07-01,2022-09-01,4,3.67421889305115
"Sheikh","SO1304","current",2022-07-01,2022-09-01,2,2.16539072990417
"Berbera","SO1202","current",2022-07-01,2022-09-01,2,2.35782670974731
"Gebiley","SO1203","current",2022-07-01,2022-09-01,2,2.45177364349365
"Hargeysa","SO1201","current",2022-07-01,2022-09-01,3,2.90742778778076
"Baki","SO1102","current",2022-10-01,2022-12-01,2,2.31834721565247
"Borama","SO1101","current",2022-10-01,2022-12-01,3,2.53664135932922
"Lughaye","SO1103","current",2022-10-01,2022-12-01,3,2.98476552963257
"Zeylac","SO1104","current",2022-10-01,2022-12-01,3,2.80679893493652
"Ceel Barde","SO2502","current",2022-10-01,2022-12-01,2,2.00297927856445
"Rab Dhuure","SO2505","current",2022-10-01,2022-12-01,3,2.84571170806885
"Tayeeglow","SO2503","current",2022-10-01,2022-12-01,4,3.43329381942749
"Waajid","SO2504","current",2022-10-01,2022-12-01,4,3.50846171379089
"Xudur","SO2501","current",2022-10-01,2022-12-01,3,3.16884160041809
"Bondhere","SO2201","current",2022-10-01,2022-12-01,3,2.52821612358093
"Cabdulasis","SO2202","current",2022-10-01,2022-12-01,3,2.52821612358093
"Daynile","SO2203","current",2022-10-01,2022-12-01,2,2
"Dharkenley","SO2204","current",2022-10-01,2022-12-01,3,2.52821612358093
"Hamar Jabjab","SO2205","current",2022-10-01,2022-12-01,3,2.52821612358093
"Hamar Weyne","SO2206","current",2022-10-01,2022-12-01,3,2.52821612358093
"Hawl Wadaag","SO2207","current",2022-10-01,2022-12-01,2,2
"Heliwa","SO2208","current",2022-10-01,2022-12-01,3,3
"Hodan","SO2209","current",2022-10-01,2022-12-01,2,2
"Kahda","SO2210","current",2022-10-01,2022-12-01,2,2
"Karaan","SO2211","current",2022-10-01,2022-12-01,3,3
"Shangaani","SO2212","current",2022-10-01,2022-12-01,3,2.52821612358093
"Shibis","SO2213","current",2022-10-01,2022-12-01,3,2.52821612358093
"Unspecified","Unspecified","current",2022-10-01,2022-12-01,3,3
"Waaberi","SO2214","current",2022-10-01,2022-12-01,3,2.52821612358093
"Wadajir (Medina)","SO2215","current",2022-10-01,2022-12-01,3,2.52821612358093
"Wardhigley","SO2216","current",2022-10-01,2022-12-01,2,2
"Yaaqshid","SO2217","current",2022-10-01,2022-12-01,2,2
"Bandarbeyla","SO1602","current",2022-10-01,2022-12-01,3,3
"Bossaso","SO1601","current",2022-10-01,2022-12-01,3,2.99999976158142
"Caluula","SO1603","current",2022-10-01,2022-12-01,3,3
"Iskushuban","SO1604","current",2022-10-01,2022-12-01,3,3
"Qandala","SO1605","current",2022-10-01,2022-12-01,3,3
"Qardho","SO1606","current",2022-10-01,2022-12-01,3,3
"Baydhaba","SO2401","current",2022-10-01,2022-12-01,4,3.99927449226379
"Buur Hakaba","SO2402","current",2022-10-01,2022-12-01,4,3.87909293174744
"Diinsoor","SO2403","current",2022-10-01,2022-12-01,3,3.00136756896973
"Qansax Dheere","SO2404","current",2022-10-01,2022-12-01,3,3.00683808326721
"Cabudwaaq","SO1902","current",2022-10-01,2022-12-01,3,3
"Cadaado","SO1903","current",2022-10-01,2022-12-01,3,3
"Ceel Buur","SO1904","current",2022-10-01,2022-12-01,3,3.35250854492188
"Ceel Dheer","SO1905","current",2022-10-01,2022-12-01,4,3.99897694587708
"Dhuusamarreeb","SO1901","current",2022-10-01,2022-12-01,3,3.00212407112122
"Baardheere","SO2602","current",2022-10-01,2022-12-01,2,2.3179144859314
"Belet Xaawo","SO2603","current",2022-10-01,2022-12-01,2,2.06961584091187
"Ceel Waaq","SO2604","current",2022-10-01,2022-12-01,2,2.05254888534546
"Doolow","SO2605","current",2022-10-01,2022-12-01,3,2.84499907493591
"Garbahaarey","SO2601","current",2022-10-01,2022-12-01,2,2.46816802024841
"Luuq","SO2606","current",2022-10-01,2022-12-01,3,2.62278747558594
"Belet Weyne","SO2001","current",2022-10-01,2022-12-01,3,2.9991238117218
"Bulo Burto","SO2002","current",2022-10-01,2022-12-01,3,3.02513837814331
"Jalalaqsi","SO2003","current",2022-10-01,2022-12-01,3,2.99713015556335
"Afmadow","SO2802","current",2022-10-01,2022-12-01,2,1.72452044487
"Badhaadhe","SO2803","current",2022-10-01,2022-12-01,2,1.84575438499451
"Jamaame","SO2804","current",2022-10-01,2022-12-01,2,2
"Kismaayo","SO2801","current",2022-10-01,2022-12-01,2,1.66649734973907
"Afgooye","SO2302","current",2022-10-01,2022-12-01,2,2.01722145080566
"Baraawe","SO2303","current",2022-10-01,2022-12-01,1,1.06866252422333
"Kurtunwaarey","SO2304","current",2022-10-01,2022-12-01,1,1.23332285881042
"Marka","SO2301","current",2022-10-01,2022-12-01,2,1.69655501842499
"Qoryooley","SO2305","current",2022-10-01,2022-12-01,1,1.46783292293549
"Sablaale","SO2306","current",2022-10-01,2022-12-01,1,1.1598699092865
"Wanla Weyn","SO2307","current",2022-10-01,2022-12-01,1,1.42355930805206
"Bu'aale","SO2701","current",2022-10-01,2022-12-01,2,2.30208587646484
"Jilib","SO2702","current",2022-10-01,2022-12-01,2,1.95668232440948
"Saakow","SO2703","current",2022-10-01,2022-12-01,1,1.71437406539917
"Adan Yabaal","SO2102","current",2022-10-01,2022-12-01,3,2.90117979049683
"Balcad","SO2103","current",2022-10-01,2022-12-01,3,2.829434633255
"Cadale","SO2104","current",2022-10-01,2022-12-01,3,2.94310426712036
"Jowhar","SO2101","current",2022-10-01,2022-12-01,3,2.65019488334656
"Gaalkacyo","SO1801","current",2022-10-01,2022-12-01,3,3
"Galdogob","SO1802","current",2022-10-01,2022-12-01,3,3.00000023841858
"Hobyo","SO1803","current",2022-10-01,2022-12-01,3,3.09872984886169
"Jariiban","SO1804","current",2022-10-01,2022-12-01,3,3.00018882751465
"Xarardheere","SO1805","current",2022-10-01,2022-12-01,4,3.98412322998047
"Burtinle","SO1702","current",2022-10-01,2022-12-01,3,3
"Eyl","SO1703","current",2022-10-01,2022-12-01,3,3
"Garoowe","SO1701","current",2022-10-01,2022-12-01,3,2.99999976158142
"Ceel Afweyn","SO1502","current",2022-10-01,2022-12-01,3,2.80559539794922
"Ceerigaabo","SO1501","current",2022-10-01,2022-12-01,3,3
"Laasqoray","SO1503","current",2022-10-01,2022-12-01,3,3
"Caynabo","SO1402","current",2022-10-01,2022-12-01,3,2.97144222259521
"Laas Caanood","SO1401","current",2022-10-01,2022-12-01,3,3
"Taleex","SO1403","current",2022-10-01,2022-12-01,3,3
"Xudun","SO1404","current",2022-10-01,2022-12-01,3,3
"Burco","SO1301","current",2022-10-01,2022-12-01,3,2.96892380714417
"Buuhoodle","SO1302","current",2022-10-01,2022-12-01,3,3
"Owdweyne","SO1303","current",2022-10-01,2022-12-01,3,3.0204758644104
"Sheikh","SO1304","current",2022-10-01,2022-12-01,2,2.16539072990417
"Berbera","SO1202","current",2022-10-01,2022-12-01,2,2.35793399810791
"Gebiley","SO1203","current",2022-10-01,2022-12-01,2,2.45177364349365
"Hargeysa","SO1201","current",2022-10-01,2022-12-01,3,2.66054773330688
"Baki","SO1102","current",2023-01-01,2023-03-01,2,2.31834721565247
"Borama","SO1101","current",2023-01-01,2023-03-01,3,2.53664135932922
"Lughaye","SO1103","current",2023-01-01,2023-03-01,3,2.98476552963257
"Zeylac","SO1104","current",2023-01-01,2023-03-01,3,2.80679893493652
"Ceel Barde","SO2502","current",2023-01-01,2023-03-01,2,2.00180435180664
"Rab Dhuure","SO2505","current",2023-01-01,2023-03-01,2,2.00324082374573
"Tayeeglow","SO2503","current",2023-01-01,2023-03-01,2,2.4537079334259
"Waajid","SO2504","current",2023-01-01,2023-03-01,3,2.50973081588745
"Xudur","SO2501","current",2023-01-01,2023-03-01,3,2.82718753814697
"Bondhere","SO2201","current",2023-01-01,2023-03-01,3,3
"Cabdulasis","SO2202","current",2023-01-01,2023-03-01,3,3
"Daynile","SO2203","current",2023-01-01,2023-03-01,3,3
"Dharkenley","SO2204","current",2023-01-01,2023-03-01,3,2.79119634628296
"Hamar Jabjab","SO2205","current",2023-01-01,2023-03-01,3,2.99999976158142
"Hamar Weyne","SO2206","current",2023-01-01,2023-03-01,3,3.00000023841858
"Hawl Wadaag","SO2207","current",2023-01-01,2023-03-01,3,3.00000023841858
"Heliwa","SO2208","current",2023-01-01,2023-03-01,3,3
"Hodan","SO2209","current",2023-01-01,2023-03-01,3,3
"Kahda","SO2210","current",2023-01-01,2023-03-01,3,2.98900318145752
"Karaan","SO2211","current",2023-01-01,2023-03-01,3,2.99999976158142
"Shangaani","SO2212","current",2023-01-01,2023-03-01,3,3
"Shibis","SO2213","current",2023-01-01,2023-03-01,3,3
"Unspecified","Unspecified","current",2023-01-01,2023-03-01,3,3.00000023841858
"Waaberi","SO2214","current",2023-01-01,2023-03-01,3,3
"Wadajir (Medina)","SO2215","current",2023-01-01,2023-03-01,3,3.00000023841858
"Wardhigley","SO2216","current",2023-01-01,2023-03-01,3,2.99999976158142
"Yaaqshid","SO2217","current",2023-01-01,2023-03-01,3,3
"Bandarbeyla","SO1602","current",2023-01-01,2023-03-01,3,3
"Bossaso","SO1601","current",2023-01-01,2023-03-01,3,2.99999976158142
"Caluula","SO1603","current",2023-01-01,2023-03-01,3,3
"Iskushuban","SO1604","current",2023-01-01,2023-03-01,3,3
"Qandala","SO1605","current",2023-01-01,2023-03-01,3,3
"Qardho","SO1606","current",2023-01-01,2023-03-01,3,3
"Baydhaba","SO2401","current",2023-01-01,2023-03-01,3,3.00065994262695
"Buur Hakaba","SO2402","current",2023-01-01,2023-03-01,4,3.76335978507996
"Diinsoor","SO2403","current",2023-01-01,2023-03-01,3,2.99986028671265
"Qansax Dheere","SO2404","current",2023-01-01,2023-03-01,3,3
"Cabudwaaq","SO1902","current",2023-01-01,2023-03-01,3,3
"Cadaado","SO1903","current",2023-01-01,2023-03-01,3,3
"Ceel Buur","SO1904","current",2023-01-01,2023-03-01,3,2.88720989227295
"Ceel Dheer","SO1905","current",2023-01-01,2023-03-01,3,3.38833069801331
"Dhuusamarreeb","SO1901","current",2023-01-01,2023-03-01,3,2.99768471717834
"Baardheere","SO2602","current",2023-01-01,2023-03-01,2,2.3176634311676
"Belet Xaawo","SO2603","current",2023-01-01,2023-03-01,2,2.06961584091187
"Ceel Waaq","SO2604","current",2023-01-01,2023-03-01,2,2.05254888534546
"Doolow","SO2605","current",2023-01-01,2023-03-01,3,2.84499907493591
"Garbahaarey","SO2601","current",2023-01-01,2023-03-01,2,2.46744894981384
"Luuq","SO2606","current",2023-01-01,2023-03-01,3,2.62050485610962
"Belet Weyne","SO2001","current",2023-01-01,2023-03-01,3,2.54714703559875
"Bulo Burto","SO2002","current",2023-01-01,2023-03-01,2,2.2998514175415
"Jalalaqsi","SO2003","current",2023-01-01,2023-03-01,2,2.48420238494873
"Afmadow","SO2802","current",2023-01-01,2023-03-01,1,1.10049343109131
"Badhaadhe","SO2803","current",2023-01-01,2023-03-01,1,1.19983160495758
"Jamaame","SO2804","current",2023-01-01,2023-03-01,1,1.39649868011475
"Kismaayo","SO2801","current",2023-01-01,2023-03-01,1,1.25387406349182
"Afgooye","SO2302","current",2023-01-01,2023-03-01,2,2.04891967773438
"Baraawe","SO2303","current",2023-01-01,2023-03-01,1,1.06827962398529
"Kurtunwaarey","SO2304","current",2023-01-01,2023-03-01,1,1.23192381858826
"Marka","SO2301","current",2023-01-01,2023-03-01,2,1.69655501842499
"Qoryooley","SO2305","current",2023-01-01,2023-03-01,1,1.46516358852386
"Sablaale","SO2306","current",2023-01-01,2023-03-01,1,1.15840077400208
"Wanla Weyn","SO2307","current",2023-01-01,2023-03-01,1,1.42063760757446
"Bu'aale","SO2701","current",2023-01-01,2023-03-01,1,1.30367302894592
"Jilib","SO2702","current",2023-01-01,2023-03-01,1,1.36767363548279
"Saakow","SO2703","current",2023-01-01,2023-03-01,1,1.31213271617889
"Adan Yabaal","SO2102","current",2023-01-01,2023-03-01,3,2.89722847938538
"Balcad","SO2103","current",2023-01-01,2023-03-01,3,2.82971477508545
"Cadale","SO2104","current",2023-01-01,2023-03-01,3,2.94204306602478
"Jowhar","SO2101","current",2023-01-01,2023-03-01,3,2.64875674247742
"Gaalkacyo","SO1801","current",2023-01-01,2023-03-01,3,2.69443297386169
"Galdogob","SO1802","current",2023-01-01,2023-03-01,2,2.0055410861969
"Hobyo","SO1803","current",2023-01-01,2023-03-01,3,3.13134980201721
"Jariiban","SO1804","current",2023-01-01,2023-03-01,3,2.94455599784851
"Xarardheere","SO1805","current",2023-01-01,2023-03-01,4,3.58981943130493
"Burtinle","SO1702","current",2023-01-01,2023-03-01,2,2.00124430656433
"Eyl","SO1703","current",2023-01-01,2023-03-01,3,2.7938494682312
"Garoowe","SO1701","current",2023-01-01,2023-03-01,3,2.81036686897278
"Ceel Afweyn","SO1502","current",2023-01-01,2023-03-01,3,2.80559539794922
"Ceerigaabo","SO1501","current",2023-01-01,2023-03-01,3,3
"Laasqoray","SO1503","current",2023-01-01,2023-03-01,3,3
"Caynabo","SO1402","current",2023-01-01,2023-03-01,3,2.97054290771484
"Laas Caanood","SO1401","current",2023-01-01,2023-03-01,3,2.99933052062988
"Taleex","SO1403","current",2023-01-01,2023-03-01,3,3
"Xudun","SO1404","current",2023-01-01,2023-03-01,3,3
"Burco","SO1301","current",2023-01-01,2023-03-01,3,2.96892380714417
"Buuhoodle","SO1302","current",2023-01-01,2023-03-01,3,2.99240517616272
"Owdweyne","SO1303","current",2023-01-01,2023-03-01,3,3.0178382396698
"Sheikh","SO1304","current",2023-01-01,2023-03-01,2,2.16539072990417
"Berbera","SO1202","current",2023-01-01,2023-03-01,2,2.35793399810791
"Gebiley","SO1203","current",2023-01-01,2023-03-01,2,2.45177364349365
"Hargeysa","SO1201","current",2023-01-01,2023-03-01,3,2.66046810150146
"Baki","SO1102","current",2023-03-01,2023-03-01,2,2.31834721565247
"Borama","SO1101","current",2023-03-01,2023-03-01,3,2.52828049659729
"Lughaye","SO1103","current",2023-03-01,2023-03-01,3,2.98694825172424
"Zeylac","SO1104","current",2023-03-01,2023-03-01,3,2.81162667274475
"Ceel Barde","SO2502","current",2023-03-01,2023-03-01,2,2.00180745124817
"Rab Dhuure","SO2505","current",2023-03-01,2023-03-01,2,2.00342440605164
"Tayeeglow","SO2503","current",2023-03-01,2023-03-01,2,2.45356845855713
"Waajid","SO2504","current",2023-03-01,2023-03-01,3,2.5053493976593
"Xudur","SO2501","current",2023-03-01,2023-03-01,3,2.83035206794739
"Bondhere","SO2201","current",2023-03-01,2023-03-01,3,3
"Cabdulasis","SO2202","current",2023-03-01,2023-03-01,3,3
"Daynile","SO2203","current",2023-03-01,2023-03-01,3,3
"Dharkenley","SO2204","current",2023-03-01,2023-03-01,3,2.79119634628296
"Hamar Jabjab","SO2205","current",2023-03-01,2023-03-01,3,2.99999976158142
"Hamar Weyne","SO2206","current",2023-03-01,2023-03-01,3,3.00000023841858
"Hawl Wadaag","SO2207","current",2023-03-01,2023-03-01,3,3.00000023841858
"Heliwa","SO2208","current",2023-03-01,2023-03-01,3,3
"Hodan","SO2209","current",2023-03-01,2023-03-01,3,3
"Kahda","SO2210","current",2023-03-01,2023-03-01,3,2.98900318145752
"Karaan","SO2211","current",2023-03-01,2023-03-01,3,2.99999976158142
"Shangaani","SO2212","current",2023-03-01,2023-03-01,3,3
"Shibis","SO2213","current",2023-03-01,2023-03-01,3,3
"Unspecified","Unspecified","current",2023-03-01,2023-03-01,3,3.00000023841858
"Waaberi","SO2214","current",2023-03-01,2023-03-01,3,3
"Wadajir (Medina)","SO2215","current",2023-03-01,2023-03-01,3,3.00000023841858
"Wardhigley","SO2216","current",2023-03-01,2023-03-01,3,2.99999976158142
"Yaaqshid","SO2217","current",2023-03-01,2023-03-01,3,3
"Bandarbeyla","SO1602","current",2023-03-01,2023-03-01,3,3.00000023841858
"Bossaso","SO1601","current",2023-03-01,2023-03-01,3,3
"Caluula","SO1603","current",2023-03-01,2023-03-01,3,3
"Iskushuban","SO1604","current",2023-03-01,2023-03-01,3,3
"Qandala","SO1605","current",2023-03-01,2023-03-01,3,3
"Qardho","SO1606","current",2023-03-01,2023-03-01,3,3
"Baydhaba","SO2401","current",2023-03-01,2023-03-01,3,2.99935173988342
"Buur Hakaba","SO2402","current",2023-03-01,2023-03-01,3,2.87300825119019
"Diinsoor","SO2403","current",2023-03-01,2023-03-01,3,2.99854755401611
"Qansax Dheere","SO2404","current",2023-03-01,2023-03-01,3,3
"Cabudwaaq","SO1902","current",2023-03-01,2023-03-01,3,3
"Cadaado","SO1903","current",2023-03-01,2023-03-01,3,2.99702763557434
"Ceel Buur","SO1904","current",2023-03-01,2023-03-01,3,2.88932371139526
"Ceel Dheer","SO1905","current",2023-03-01,2023-03-01,3,3.39061856269836
"Dhuusamarreeb","SO1901","current",2023-03-01,2023-03-01,3,2.99778127670288
"Baardheere","SO2602","current",2023-03-01,2023-03-01,2,2.31589126586914
"Belet Xaawo","SO2603","current",2023-03-01,2023-03-01,2,2.07219362258911
"Ceel Waaq","SO2604","current",2023-03-01,2023-03-01,2,2.04811668395996
"Doolow","SO2605","current",2023-03-01,2023-03-01,3,2.84333848953247
"Garbahaarey","SO2601","current",2023-03-01,2023-03-01,2,2.4736499786377
"Luuq","SO2606","current",2023-03-01,2023-03-01,3,2.62011027336121
"Belet Weyne","SO2001","current",2023-03-01,2023-03-01,3,2.54706335067749
"Bulo Burto","SO2002","current",2023-03-01,2023-03-01,2,2.29958081245422
"Jalalaqsi","SO2003","current",2023-03-01,2023-03-01,2,2.49194765090942
"Afmadow","SO2802","current",2023-03-01,2023-03-01,1,1.10046124458313
"Badhaadhe","SO2803","current",2023-03-01,2023-03-01,1,1.19983351230621
"Jamaame","SO2804","current",2023-03-01,2023-03-01,1,1.41371870040894
"Kismaayo","SO2801","current",2023-03-01,2023-03-01,1,1.2508133649826
"Afgooye","SO2302","current",2023-03-01,2023-03-01,2,2.04851269721985
"Baraawe","SO2303","current",2023-03-01,2023-03-01,1,1.06823492050171
"Kurtunwaarey","SO2304","current",2023-03-01,2023-03-01,1,1.23535251617432
"Marka","SO2301","current",2023-03-01,2023-03-01,2,1.7304527759552
"Qoryooley","SO2305","current",2023-03-01,2023-03-01,1,1.46540427207947
"Sablaale","SO2306","current",2023-03-01,2023-03-01,1,1.16301345825195
"Wanla Weyn","SO2307","current",2023-03-01,2023-03-01,1,1.42327439785004
"Bu'aale","SO2701","current",2023-03-01,2023-03-01,1,1.29934680461884
"Jilib","SO2702","current",2023-03-01,2023-03-01,1,1.37539970874786
"Saakow","SO2703","current",2023-03-01,2023-03-01,1,1.3124383687973
"Adan Yabaal","SO2102","current",2023-03-01,2023-03-01,3,2.89722847938538
"Balcad","SO2103","current",2023-03-01,2023-03-01,3,2.82833528518677
"Cadale","SO2104","current",2023-03-01,2023-03-01,3,2.94134521484375
"Jowhar","SO2101","current",2023-03-01,2023-03-01,3,2.6501293182373
"Gaalkacyo","SO1801","current",2023-03-01,2023-03-01,3,2.75494313240051
"Galdogob","SO1802","current",2023-03-01,2023-03-01,2,2.0013792514801
"Hobyo","SO1803","current",2023-03-01,2023-03-01,3,3.13134980201721
"Jariiban","SO1804","current",2023-03-01,2023-03-01,3,2.94489192962646
"Xarardheere","SO1805","current",2023-03-01,2023-03-01,4,3.58803677558899
"Burtinle","SO1702","current",2023-03-01,2023-03-01,2,2.00254821777344
"Eyl","SO1703","current",2023-03-01,2023-03-01,3,2.79348230361938
"Garoowe","SO1701","current",2023-03-01,2023-03-01,3,2.81277561187744
"Ceel Afweyn","SO1502","current",2023-03-01,2023-03-01,3,2.80550694465637
"Ceerigaabo","SO1501","current",2023-03-01,2023-03-01,3,3
"Laasqoray","SO1503","current",2023-03-01,2023-03-01,3,3
"Caynabo","SO1402","current",2023-03-01,2023-03-01,3,2.97207117080688
"Laas Caanood","SO1401","current",2023-03-01,2023-03-01,3,2.99962377548218
"Taleex","SO1403","current",2023-03-01,2023-03-01,3,3
"Xudun","SO1404","current",2023-03-01,2023-03-01,3,3
"Burco","SO1301","current",2023-03-01,2023-03-01,3,2.96543669700623
"Buuhoodle","SO1302","current",2023-03-01,2023-03-01,3,2.99420070648193
"Owdweyne","SO1303","current",2023-03-01,2023-03-01,3,3.00708675384521
"Sheikh","SO1304","current",2023-03-01,2023-03-01,2,2.15556883811951
"Berbera","SO1202","current",2023-03-01,2023-03-01,2,2.35715246200562
"Gebiley","SO1203","current",2023-03-01,2023-03-01,2,2.45030307769775
"Hargeysa","SO1201","current",2023-03-01,2023-03-01,3,2.65913844108582
"Baki","SO1102","current",2023-08-01,2023-09-01,2,2.310467004776
"Borama","SO1101","current",2023-08-01,2023-09-01,3,2.52786493301392
"Lughaye","SO1103","current",2023-08-01,2023-09-01,3,2.98729014396667
"Zeylac","SO1104","current",2023-08-01,2023-09-01,3,2.81131172180176
"Ceel Barde","SO2502","current",2023-08-01,2023-09-01,2,2
"Rab Dhuure","SO2505","current",2023-08-01,2023-09-01,2,2
"Tayeeglow","SO2503","current",2023-08-01,2023-09-01,2,2.49429726600647
"Waajid","SO2504","current",2023-08-01,2023-09-01,3,2.50381278991699
"Xudur","SO2501","current",2023-08-01,2023-09-01,2,2.16864037513733
"Bondhere","SO2201","current",2023-08-01,2023-09-01,3,3
"Cabdulasis","SO2202","current",2023-08-01,2023-09-01,3,3
